full_date,date,weekday,time,mood,activities,note_title,note
2021-09-18,Sep 18,Saturday,11:56 PM,good,friends | movie | gaming | college | > 15 mins on Instagram  | biking | chest / core | gym | prayer | mountain dew | Sleep 8 hours | Screen Time <= 2 hours,"","Argument with Sebastián cleared things up | Looked at 4 year schedule with Tess have lots of room | hour talk with Sophie at gym then studied together :) | Annex with Sebastián Jon Tess | Jude Kyan might break up | movie night saw Emperors groove | uno"
2021-09-17,Sep 17,Friday,11:37 PM,good,friends | gaming | school | college | Blood Donation | chest / core | church | prayer | mountain dew | Sleep 7 Hours | Screen Time 4 Hours,"","Morning with Gabriella she’s sad about not studying abroad | gave blood with army hurt a lot; no food or drink after | Baja Blast | mass at 12 first time lector | Target trip; Jon and Sebastián acting like kids | Culver’s almost passed out | enjoyed hanging out with Sophie; walked her back | Uno night with Jon Sebastián Gabi and Sara won epic game"
2021-09-16,Sep 16,Thursday,11:03 PM,Solid,work | friends | gaming | school | college | > 15 mins on Instagram  | Watched Sports | biking | chest / core | gym | prayer | 4 meals | Sleep 8 hours | Screen Time 5 Hours,"","Got to Theo class early got to talk to Sophie | good time studying with Sophie in library | hard math quiz | first 5 hour work shift had to do it alone"
2021-09-15,Sep 15,Wednesday,10:19 PM,okay,friends | reading | gaming | school | college | chest / core | gym | prayer | mountain dew | 4 meals | Sleep 6 Hours | Screen Time 3 Hours,"","Video of me climbing in library | organized Target trip | lunch with Peter | code red | dinner with Sebastián and Jon; couldn’t stop laughing while talking about housing |  EHall with Gab and Sebastián; Ran to get Gabriella’s phone | light night data structures; got stuck and super sleepy"
2021-09-14,Sep 14,Tuesday,11:40 PM,Solid,work | friends | reading | school | college | biking | chest / core | gym | church | prayer | 4 meals | Sleep 8 hours | Screen Time 3 Hours,"","Studied with Sophie | two lunches: AMU then commons with Gab and Matthew | 1st day at work: so much free time + Will just disappeared | texting Sophie | 10 PM mass got their very early | sitting next to Sophie, prayer about God preparing you for spouse | Being next to Sophie at mass made me want to be with her forever"
2021-09-13,Sep 13,Monday,9:40 PM,okay,friends | school | tv show | college | chest / core | gym | prayer | Spiritual Direction | Partial Dew | 4 meals | Sleep 6 Hours | Screen Time 3 Hours,"","Feeling silly in morning but not tired | walked around in circle with Gabriella | studied in library with Gab + lunch | updated Sherry and good talk with Steve |dinner with Sebastián Gab Tess Jon, ran into Sophie and her friends | don’t feel as close to Sophie as before | feeling sad about Sophie "
2021-09-12,Sep 12,Sunday,11:07 PM,Solid,friends | tv show | college | Watched Sports | church | prayer | mountain dew | Sleep 9 Hours | Screen Time 5 Hours,"","Mass by myself | first NFL Sunday | watched too much football | Packers got destroyed | Annex food | walk with Sophie we are going to be friends | slap happy Sebastián’s room: Assburgers, Chair Company Inc, funniest night ever, felt drunk/high"
2021-09-11,Sep 11,Saturday,10:54 PM,okay,friends | gaming | tv show | college | biking | chest / core | gym | prayer | mountain dew | Sleep 9 Hours | Screen Time 3 Hours,"","Call with Sherry | am in a decent place mentally/emotionally | called Mom | didn’t feel like doing much school work | Noah text about gossiping about me with Sophie | volley ball game with Duns Jon and Liam |  Buffalo Wild Wings | felt some pain about Sophie during the night | hung out a little with Sebastián and Gabriella"
2021-09-10,Sep 10,Friday,11:18 PM,okay,friends | gaming | school | college | chest / core | gym | prayer | Partial Dew | Sleep 7 Hours | Screen Time 3 Hours,"","MTD Rise | Theo Essay | saw Sophie at gym talked briefly | Felt dead while studying in Gabriella’s room | dinner with Tess Jon Peter and Amanda | talk with Tess about Sophie | shouldn’t tell Sophie I will wait for her, focus on present "
2021-09-09,Sep 9,Thursday,10:24 PM,Solid,friends | gaming | school | college | Watched Sports | biking | chest / core | gym | prayer | Spiritual Direction | 4 meals | Sleep 7 Hours | Screen Time 3 Hours | Screen Time 10 Hours,"","Vivid dream about Sophie | Confident mood morning | stomach ache | small interaction with Sophie in class | I think we can still be pretty good friends | didn’t get much studying done | are so much food | First NFL game really good"
2021-09-08,Sep 8,Wednesday,10:40 PM,okay,work | friends | reading | gaming | school | college | chest / core | prayer | Partial Dew | Sleep 7 Hours | Screen Time <= 2 hours,"","Almost fell asleep in classes | got a lot of hw done after class | lunch with Peter | job training | 2 dinners | wanted to go to bed early but ended up helping Gabriella with data structures | hit shin on chair opened up scab womb"
2021-09-07,Sep 7,Tuesday,10:37 PM,okay,friends | gaming | school | tv show | college | biking | chest / core | gym | prayer | Spiritual Direction | Partial Dew | 4 meals | Sleep 6 Hours | Screen Time 3 Hours,"","Full sprint from gym | breakfast with Sebastián almost late to class | first time seeing Sophie since Saturday | heard from Sebastián that Sophie was not doing well and that made me really upset | anxiety about Sophie’s health | talk with Steve and dinner with Raina | felt better talking and everyone keeps advising me to stick with Sophie | talk with Tess sounds like there’s hope for later on with Sophie"
2021-09-06,Sep 6,Monday,11:07 PM,okay,friends | movie | walk with duns | college | chest / core | Other Sports | prayer | mountain dew | Sleep 10+ Hours | Screen Time <= 2 hours,"","Felt like Donny again maybe overcompensated a little | met a bunch of people like Sara | beach day | football scored 2 touchdowns | big man Curt | Marco lost wallet | Tess is back | Baja Blast | walk with Duns pushing me towards direction of waiting for Sophie | Elderado movie | afraid of getting attached to a girl other than Sophie "
2021-09-05,Sep 5,Sunday,10:25 PM,bad,friends | gaming | tv show | college | church | prayer | mountain dew | Sleep 5- Hours | Screen Time 4 Hours,"","It hurts so much I can’t sleep | crying all day and am past the point of caring if people notice | can’t feel happy | crying during mass | Sophie’s been apart of my faith life ever since being Catholic so it hurts so much doing it without her | really good talk with Sherry | possibility of staying friends and holding out for Sophie: made me feel like myself again | I love Sophie | 7 day plan to figure out what to do | coding with Gabriella and talk about Sophie"
2021-09-04,Sep 4,Saturday,8:00 PM,bad,friends | reading | gaming | college | biking | chest / core | gym | church | prayer | mountain dew | Sleep 6 Hours | Screen Time 3 Hours,"","Woke up at 6 and saw Sophie’s text about talking about stuff couldn’t fall back asleep | morning walk felt better | Holy Hill trip canceled and Sebastián was busy | speedway trip by myself got Baja and Spark | mass with Sophie at Basilica, top 5 mass? | Kops Sophie broke up with me: she’s not emotional fit to have a relationship :(((( | lots of crying but supportive friends"
2021-09-03,Sep 3,Friday,11:48 PM,Solid,friends | gaming | college | chest / core | prayer | Sleep 6 Hours | Screen Time <= 2 hours,"","Salsa jar | tiered | studied in library with Sophie and got lunch :) | didn’t get much studying done | Emily’s house with Emily Sophie and Michelle | Brewer game: Brewers got blown out, paid for Sophie, got hungry and kinda bored towards end | failed attempt to hold Sophie’s hand 😬"
2021-09-02,Sep 2,Thursday,11:32 PM,good,friends | reading | school | college | chest / core | Other Sports | church | prayer | Partial Dew | Sleep 9 Hours | Screen Time <= 2 hours,"","slept in | Tess went to ER for kidney stones  | walked with Sophie to Clark so she could pick up prize | lunch at AMU saw Sebastián | not so bad math quiz | good prayer with examen app | football with Jon and Steve | 10 PM Mass with Sophie and her friends | invited to Brewers game 🥳"
2021-09-01,Sep 1,Wednesday,9:51 PM,meh,friends | school | college | chest / core | gym | prayer | mountain dew | Sleep 7 Hours | Screen Time <= 2 hours,"","Good morning: Sophie texted have a good day out of the blue (probably best part of day), pear in a cup | asked questions in COSC | moved desk | Calc makes no sense and was worst part of day | OFest saw Sophie there | dinner with big group at Commons | “studying” in Tess and Gab’s room which was just dying over calc | tiredness + mood regression"
2021-08-31,Aug 31,Tuesday,11:29 PM,Solid,friends | gaming | school | college | chest / core | gym | church | prayer | Sleep 7 Hours | Screen Time 4 Hours,"","First THEO class went well | library with Sophie and Sebastián | walk with Sophie cleared up things about relationship | walked into Haggerty art museum | library with Gabriella | tired | finally downtime | walked Tess to mass | thinking about dropping ultimate frisbee | went to mass early | mass sitting next to Sophie "
2021-08-30,Aug 30,Monday,9:43 PM,Solid,friends | school | college | chest / core | gym | prayer | Spiritual Direction | Partial Dew | Sleep 5- Hours | Screen Time <= 2 hours,"","5 hours of sleep | Busy day gonna be much more difficult semester | first time spiritual direction with Blaha | hilarious stats teacher | serious talk with Sophie about relationship | I need more time to process things | hung out with Gab Tess and Nancy | excessive compliments"
2021-08-29,Aug 29,Sunday,10:55 PM,rad,friends | date | gaming | college | texting Sophie | church | prayer | mountain dew | Sleep 8 hours | Screen Time 4 Hours,"","Walk in morning | breakfast with Jon Sebastián Gabriella Tess | mass at Gesu: brought up Sacraments, held hands with Sophie during the our father!, Father Duns funny look at me | date with Sophie | gave her gift | crazy person on bus Sophie held my hand | bedbugs | recaped Date with Sebastián Gabriella Tess and Marco"
2021-08-28,Aug 28,Saturday,11:08 PM,Solid,family | friends | reading | gaming | home | college | texting Sophie | chest / core | prayer | mountain dew | Sleep 6 Hours | Screen Time 7 Hours,"","Woke up early | first plane I finished ScrewTape letters | watched the Terminal super good | no Livewire at airport | dinner with Jon dining hall worse | new dorm room amazing | birthday cake with Marco Sophie and her friends "
2021-08-27,Aug 27,Friday,9:41 PM,Solid,friends | tv show | home | texting Sophie | chest / core | gym | prayer | Sleep 7 Hours | Screen Time 6 Hours,"","Woke up at 5:30 | visit at Cam High saw Montijo and coach P | Coach P said Cameron and I made his day 🥺 | didn’t feel like doing anything mid day | target | last dinner at Jimmy John’s with Zach Cameron and Dylan | fantasy draft; they say you can’t win the league at the draft but… | only a couple texts from Sophie probably won’t get to see her tomorrow "
2021-08-26,Aug 26,Thursday,10:05 PM,Solid,work | family | reading | gaming | home | texting Sophie | biking | chest / core | gym | prayer | Sleep 8 hours | Screen Time 5 Hours,"","Last day at work | snapper Jacks | long talk with parents about: dating,Sophie, politics | word vomit texting Sophie about talking levels | realize that I might have same amount of thoughts but am slower to retrieve them"
2021-08-25,Aug 25,Wednesday,9:05 PM,Solid,work | reading | gaming | tv show | home | texting Sophie | chest / core | gym | prayer | Sleep 7 Hours | Screen Time 6 Hours,"","Started reading ScrewTape and it is amazing | not many texts from Sophie until evening | then it was good and I texted her that she looked cute | texted Sebastián about living together next year"
